car_id,lat,long,Timestamp,location
35,36.04811395,24.8795751,01/06/2014 12:22:01,GAStect
35,36.0481142,24.87957119,01/06/2014 18:16:01,GAStect
35,36.06750279,24.87334481,01/07/2014 06:58:01,Jack's Magical Beans
35,36.04811706,24.87957116,01/07/2014 12:35:01,GAStect
35,36.04811679,24.87956712,01/07/2014 18:15:01,GAStect
35,36.07622215,24.874607,01/07/2014 20:20:01,None
35,36.07669784,24.85772179,01/07/2014 21:23:01,Hippokampos
35,36.07623157,24.87450798,01/08/2014 06:23:02,None
35,36.06750023,24.87332313,01/08/2014 06:54:01,Jack's Magical Beans
35,36.0480231,24.87956527,01/08/2014 12:18:01,GAStect
35,36.06318795,24.85099104,01/08/2014 13:24:03,Abila Zacharo
35,36.04811263,24.87956939,01/08/2014 17:50:01,GAStect
35,36.07626065,24.87469947,01/08/2014 19:45:01,None
35,36.0766763,24.85767966,01/08/2014 21:43:01,Hippokampos
35,36.07623062,24.87471053,01/09/2014 06:36:01,None
35,36.0481097,24.87956851,01/09/2014 12:42:01,GAStect
35,36.06343446,24.85097339,01/09/2014 13:36:01,Abila Zacharo
35,36.04810954,24.87957411,01/09/2014 17:52:01,GAStect
35,36.0762571,24.87460626,01/09/2014 19:31:01,None
35,36.07662454,24.85758617,01/09/2014 20:42:01,Hippokampos
35,36.07622365,24.8746854,01/10/2014 06:21:01,None
35,36.06751634,24.87332801,01/10/2014 07:02:01,Jack's Magical Beans
35,36.04820487,24.8795689,01/10/2014 12:14:02,GAStect
35,36.04811297,24.87957462,01/10/2014 18:16:01,GAStect
35,36.07624031,24.87469355,01/10/2014 20:05:01,None
35,36.0766483,24.85770348,01/10/2014 22:24:01,Hippokampos
35,36.076249,24.87462245,01/11/2014 13:52:01,None
35,36.05292921,24.84964036,01/11/2014 17:24:03,kronos capitol
35,36.07626368,24.87467835,01/12/2014 12:45:01,None
35,36.0895563,24.86064648,01/12/2014 16:22:01,Desafio Golf Course
35,36.07626366,24.87466486,01/13/2014 06:46:01,None
35,36.04811417,24.87956971,01/13/2014 12:18:01,GAStect
35,36.07622887,24.87461657,01/13/2014 19:39:01,None
35,36.07669622,24.85763914,01/13/2014 20:36:01,Hippokampos
35,36.076228,24.87459094,01/14/2014 06:38:01,None
35,36.04811916,24.87956734,01/14/2014 18:01:01,GAStect
35,36.07623858,24.87471006,01/14/2014 19:09:01,None
35,36.07666291,24.85776214,01/14/2014 20:26:02,Hippokampos
35,36.07626342,24.87467214,01/15/2014 06:24:01,None
35,36.04811567,24.87957604,01/15/2014 12:31:01,GAStect
35,36.05979969,24.85801917,01/15/2014 13:41:01,Gelatogalore
35,36.0481161,24.87957147,01/15/2014 17:58:01,GAStect
35,36.07620852,24.87451954,01/15/2014 19:39:02,None
35,36.07623696,24.87467243,01/16/2014 07:00:01,None
35,36.06750501,24.87339969,01/16/2014 07:15:01,Jack's Magical Beans
35,36.04811804,24.87957501,01/16/2014 12:40:01,GAStect
35,36.05970193,24.85807991,01/16/2014 13:37:01,Gelatogalore
35,36.0766625,24.85772603,01/16/2014 20:53:01,Hippokampos
35,36.07624011,24.87457955,01/17/2014 06:13:01,None
35,36.06744785,24.87375371,01/17/2014 06:53:05,Jack's Magical Beans
35,36.04803198,24.8795697,01/17/2014 12:29:01,GAStect
35,36.06583235,24.85247208,01/17/2014 13:40:01,Kalami Kafenion
35,36.04811039,24.87956851,01/17/2014 18:14:01,GAStect
35,36.07625067,24.8746735,01/17/2014 19:23:01,None
35,36.0766559,24.85776266,01/17/2014 21:37:02,Hippokampos
35,36.07624864,24.87470426,01/18/2014 13:05:01,None
35,36.06583536,24.85245104,01/18/2014 13:30:01,Kalami Kafenion
35,36.05497595,24.90172354,01/18/2014 16:00:01,Frydos Autosupply n' More
35,36.07622418,24.87469007,01/18/2014 18:22:01,None
35,36.07663862,24.8576952,01/18/2014 19:41:01,Hippokampos
35,36.07631646,24.87468375,01/19/2014 12:37:01,None
35,36.08931299,24.86041782,01/19/2014 16:02:04,Desafio Golf Course
35,36.07667639,24.85781503,01/19/2014 20:04:02,Hippokampos
4,36.07334355,24.86416737,01/06/2014 07:15:01,Brewed Awakenings
4,36.04820503,24.87956716,01/06/2014 12:34:02,GAStect
4,36.0634518,24.85098404,01/06/2014 13:29:01,Abila Zacharo
4,36.04811826,24.87956772,01/06/2014 18:20:01,GAStect
4,36.0766451,24.85784517,01/06/2014 20:52:03,Hippokampos
4,36.07821802,24.87211693,01/07/2014 06:42:01,None
4,36.07335427,24.86417674,01/07/2014 07:07:01,Brewed Awakenings
4,36.0481173,24.87956951,01/07/2014 12:09:01,GAStect
4,36.06336288,24.85100231,01/07/2014 13:39:01,Abila Zacharo
4,36.04811324,24.87956576,01/07/2014 18:22:01,GAStect
4,36.07666477,24.85766992,01/07/2014 21:25:01,Hippokampos
4,36.07822164,24.87203758,01/08/2014 06:22:01,None
4,36.07328034,24.86417768,01/08/2014 07:06:01,Brewed Awakenings
4,36.04811783,24.8795658,01/08/2014 12:32:01,GAStect
4,36.07669045,24.85763266,01/08/2014 21:02:01,Hippokampos
4,36.07819766,24.87202966,01/09/2014 06:56:01,None
4,36.0733307,24.86417979,01/09/2014 07:15:01,Brewed Awakenings
4,36.04803182,24.87957022,01/09/2014 12:28:01,GAStect
4,36.04811065,24.87956779,01/09/2014 17:58:01,GAStect
4,36.07820135,24.87204698,01/09/2014 19:53:01,None
4,36.06597201,24.84977887,01/09/2014 21:40:01,Kronos Mart
4,36.07820909,24.87194484,01/10/2014 06:46:02,None
4,36.07334401,24.86418622,01/10/2014 07:31:01,Brewed Awakenings
4,36.04811538,24.87957313,01/10/2014 12:24:01,GAStect
4,36.05434469,24.89977103,01/10/2014 13:34:02,Katerina's Cafe
4,36.04810936,24.87957109,01/10/2014 18:02:01,GAStect
4,36.07663663,24.85763723,01/10/2014 20:11:01,Hippokampos
4,36.0766573,24.85766373,01/11/2014 13:48:01,Hippokampos
4,36.07668806,24.85767079,01/11/2014 19:27:01,Hippokampos
4,36.07819816,24.87213341,01/12/2014 13:01:01,None
4,36.08950718,24.86062735,01/12/2014 16:05:02,Desafio Golf Course
4,36.0782136,24.8721265,01/12/2014 18:40:01,None
4,36.07669546,24.85778377,01/12/2014 20:46:02,Hippokampos
4,36.07818854,24.87214688,01/13/2014 06:32:01,None
4,36.07335991,24.86420583,01/13/2014 07:12:01,Brewed Awakenings
4,36.04811556,24.87956854,01/13/2014 12:20:01,GAStect
4,36.06328125,24.85103947,01/13/2014 13:38:02,Abila Zacharo
4,36.0481137,24.87956618,01/13/2014 18:04:01,GAStect
4,36.07820172,24.87202789,01/13/2014 19:28:01,None
4,36.0752293,24.8564962,01/13/2014 20:36:02,Albert's Fine Clothing
4,36.07332041,24.86416839,01/14/2014 07:17:01,Brewed Awakenings
4,36.04810879,24.87957497,01/14/2014 12:09:01,GAStect
4,36.07665445,24.85777754,01/14/2014 13:26:02,Hippokampos
4,36.07327161,24.86418182,01/15/2014 07:10:01,Brewed Awakenings
4,36.04811372,24.8795708,01/15/2014 12:11:01,GAStect
4,36.06334537,24.85103794,01/15/2014 13:31:01,Abila Zacharo
4,36.04811188,24.87957063,01/15/2014 18:06:01,GAStect
4,36.07820615,24.87205466,01/15/2014 19:17:01,None
4,36.07662938,24.8576732,01/15/2014 20:20:01,Hippokampos
4,36.07332799,24.86419467,01/16/2014 07:12:01,Brewed Awakenings
4,36.04820184,24.87957773,01/16/2014 12:18:02,GAStect
4,36.05423587,24.89980811,01/16/2014 13:24:49,Katerina's Cafe
4,36.04811691,24.87957376,01/16/2014 18:21:01,GAStect
4,36.07820518,24.87204159,01/16/2014 19:40:01,None
4,36.07663435,24.85765187,01/16/2014 21:14:01,Hippokampos
4,36.07818834,24.87209265,01/17/2014 07:18:01,None
4,36.07328627,24.86419206,01/17/2014 07:31:01,Brewed Awakenings
4,36.04811433,24.87957398,01/17/2014 12:19:01,GAStect
4,36.04811041,24.87956508,01/17/2014 18:04:01,GAStect
4,36.07666517,24.8577241,01/17/2014 20:55:01,Hippokampos
4,36.07818961,24.87204642,01/18/2014 12:40:01,None
4,36.05452587,24.89987537,01/18/2014 14:04:01,Katerina's Cafe
4,36.07820255,24.87203123,01/18/2014 18:25:01,None
4,36.06320954,24.8522786,01/18/2014 19:49:01,Roberts and Sons
4,36.0781901,24.87214361,01/19/2014 12:31:01,None
4,36.08955405,24.86063384,01/19/2014 16:01:01,Desafio Golf Course
19,36.08179819,24.85096166,01/06/2014 07:40:01,Bean There Done That
19,36.0481104,24.87957539,01/06/2014 11:56:01,GAStect
19,36.07670617,24.85737641,01/06/2014 20:34:03,Hippokampos
19,36.08789361,24.85622213,01/07/2014 07:00:01,None
19,36.08178309,24.85100161,01/07/2014 07:48:02,Bean There Done That
19,36.04810833,24.87957077,01/07/2014 12:05:01,GAStect
19,36.0754351,24.85628431,01/07/2014 20:06:02,Albert's Fine Clothing
19,36.08793123,24.8562887,01/08/2014 07:10:01,None
19,36.08179896,24.85094391,01/08/2014 07:48:01,Bean There Done That
19,36.04811974,24.87956975,01/08/2014 12:09:01,GAStect
19,36.05442514,24.89991823,01/08/2014 13:45:01,Katerina's Cafe
19,36.04811384,24.87956556,01/08/2014 17:30:01,GAStect
19,36.08790059,24.85602624,01/08/2014 19:22:03,None
19,36.07664529,24.85752747,01/08/2014 20:03:01,Hippokampos
19,36.08789043,24.85632892,01/09/2014 07:03:01,None
19,36.04810854,24.87957213,01/09/2014 11:55:01,GAStect
19,36.06581346,24.85246986,01/09/2014 13:31:01,Kalami Kafenion
19,36.04811876,24.87956855,01/09/2014 17:51:01,GAStect
19,36.07663819,24.8575123,01/09/2014 21:07:01,Hippokampos
19,36.08784853,24.8563725,01/10/2014 07:37:01,None
19,36.08175645,24.85099079,01/10/2014 07:51:02,Bean There Done That
19,36.04811285,24.87956595,01/10/2014 11:48:01,GAStect
19,36.05445832,24.8998836,01/10/2014 13:51:01,Katerina's Cafe
19,36.04811951,24.87957442,01/10/2014 17:41:01,GAStect
19,36.08782302,24.85641542,01/10/2014 19:07:01,None
19,36.08527204,24.86044546,01/10/2014 19:39:02,None
19,36.0878733,24.85627695,01/11/2014 12:40:01,None
19,36.05454831,24.89995893,01/11/2014 13:37:01,Katerina's Cafe
19,36.08789561,24.85609531,01/12/2014 18:18:02,None
19,36.07667242,24.85761322,01/12/2014 19:36:01,Hippokampos
19,36.08784825,24.85632423,01/13/2014 07:12:01,None
19,36.08180537,24.85101508,01/13/2014 07:49:03,Bean There Done That
