car_id,lat,long,Timestamp,location
35,36.04811395,24.8795751,01/06/2014 12:22:01,GAStect
35,36.07623054,24.87452721,01/07/2014 06:37:02,None
35,36.0592396,24.85803744,01/07/2014 13:38:06,Gelatogalore
35,36.07622215,24.874607,01/07/2014 20:20:01,None
35,36.07669784,24.85772179,01/07/2014 21:23:01,Hippokampos
35,36.07623157,24.87450798,01/08/2014 06:23:02,None
35,36.07626065,24.87469947,01/08/2014 19:45:01,None
35,36.0766763,24.85767966,01/08/2014 21:43:01,Hippokampos
35,36.07623062,24.87471053,01/09/2014 06:36:01,None
35,36.0481097,24.87956851,01/09/2014 12:42:01,GAStect
35,36.04810954,24.87957411,01/09/2014 17:52:01,GAStect
35,36.0762571,24.87460626,01/09/2014 19:31:01,None
35,36.07662454,24.85758617,01/09/2014 20:42:01,Hippokampos
35,36.07622365,24.8746854,01/10/2014 06:21:01,None
35,36.04820487,24.8795689,01/10/2014 12:14:02,GAStect
35,36.07668432,24.85772443,01/10/2014 13:43:01,Hippokampos
35,36.04811297,24.87957462,01/10/2014 18:16:01,GAStect
35,36.07624031,24.87469355,01/10/2014 20:05:01,None
35,36.0766483,24.85770348,01/10/2014 22:24:01,Hippokampos
35,36.076249,24.87462245,01/11/2014 13:52:01,None
35,36.0895563,24.86064648,01/12/2014 16:22:01,Desafio Golf Course
35,36.07626366,24.87466486,01/13/2014 06:46:01,None
35,36.04811417,24.87956971,01/13/2014 12:18:01,GAStect
35,36.07622887,24.87461657,01/13/2014 19:39:01,None
35,36.07669622,24.85763914,01/13/2014 20:36:01,Hippokampos
35,36.076228,24.87459094,01/14/2014 06:38:01,None
35,36.04811935,24.8795678,01/14/2014 12:37:01,GAStect
35,36.05944989,24.85796727,01/14/2014 13:36:03,Gelatogalore
35,36.04811916,24.87956734,01/14/2014 18:01:01,GAStect
35,36.07623858,24.87471006,01/14/2014 19:09:01,None
35,36.07666291,24.85776214,01/14/2014 20:26:02,Hippokampos
35,36.07622553,24.87449139,01/15/2014 06:24:02,None
35,36.04811567,24.87957604,01/15/2014 12:31:01,GAStect
35,36.05979969,24.85801917,01/15/2014 13:41:01,Gelatogalore
35,36.0481161,24.87957147,01/15/2014 17:58:01,GAStect
35,36.07620852,24.87451954,01/15/2014 19:39:02,None
35,36.06034766,24.85656799,01/15/2014 21:58:01,General Grocer
35,36.07623696,24.87467243,01/16/2014 07:00:01,None
35,36.06750501,24.87339969,01/16/2014 07:15:01,Jack's Magical Beans
35,36.04811804,24.87957501,01/16/2014 12:40:01,GAStect
35,36.05970193,24.85807991,01/16/2014 13:37:01,Gelatogalore
35,36.04811723,24.87956748,01/16/2014 17:58:01,GAStect
35,36.07622662,24.87462257,01/16/2014 19:10:01,None
35,36.0766625,24.85772603,01/16/2014 20:53:01,Hippokampos
35,36.07624011,24.87457955,01/17/2014 06:13:01,None
35,36.06744785,24.87375371,01/17/2014 06:53:05,Jack's Magical Beans
35,36.04811039,24.87956851,01/17/2014 18:14:01,GAStect
35,36.07625067,24.8746735,01/17/2014 19:23:01,None
35,36.0766559,24.85776266,01/17/2014 21:37:02,Hippokampos
35,36.07624864,24.87470426,01/18/2014 13:05:01,None
35,36.07663862,24.8576952,01/18/2014 19:41:01,Hippokampos
35,36.07631646,24.87468375,01/19/2014 12:37:01,None
35,36.08931299,24.86041782,01/19/2014 16:02:04,Desafio Golf Course
35,36.07622488,24.87458182,01/19/2014 18:43:01,None
35,36.07667639,24.85781503,01/19/2014 20:04:02,Hippokampos
4,36.07334355,24.86416737,01/06/2014 07:15:01,Brewed Awakenings
4,36.04820503,24.87956716,01/06/2014 12:34:02,GAStect
4,36.04811826,24.87956772,01/06/2014 18:20:01,GAStect
4,36.07818726,24.87205918,01/06/2014 19:54:01,None
4,36.0766451,24.85784517,01/06/2014 20:52:03,Hippokampos
4,36.07819928,24.87204985,01/07/2014 06:42:01,None
4,36.07335427,24.86417674,01/07/2014 07:07:01,Brewed Awakenings
4,36.0481173,24.87956951,01/07/2014 12:09:01,GAStect
4,36.06336288,24.85100231,01/07/2014 13:39:01,Abila Zacharo
4,36.07822229,24.87203398,01/07/2014 19:30:01,None
4,36.07666477,24.85766992,01/07/2014 21:25:01,Hippokampos
4,36.07822164,24.87203758,01/08/2014 06:22:01,None
4,36.07328034,24.86417768,01/08/2014 07:06:01,Brewed Awakenings
4,36.05197181,24.87090726,01/08/2014 13:34:01,Ouzeri Elian
4,36.04811113,24.87957252,01/08/2014 18:05:01,GAStect
4,36.07820564,24.87213018,01/08/2014 19:14:01,None
4,36.07665933,24.85766614,01/08/2014 21:02:01,Hippokampos
4,36.07819766,24.87202966,01/09/2014 06:56:01,None
4,36.07328516,24.86417436,01/09/2014 07:15:01,Brewed Awakenings
4,36.04811709,24.87956724,01/09/2014 12:28:01,GAStect
4,36.0519177,24.87096372,01/09/2014 13:22:02,Ouzeri Elian
4,36.04811065,24.87956779,01/09/2014 17:58:01,GAStect
4,36.07820135,24.87204698,01/09/2014 19:53:01,None
4,36.06597201,24.84977887,01/09/2014 21:40:01,Kronos Mart
4,36.07820909,24.87194484,01/10/2014 06:46:02,None
4,36.07334401,24.86418622,01/10/2014 07:31:01,Brewed Awakenings
4,36.04811538,24.87957313,01/10/2014 12:24:01,GAStect
4,36.05434469,24.89977103,01/10/2014 13:34:02,Katerina's Cafe
4,36.04810936,24.87957109,01/10/2014 18:02:01,GAStect
4,36.07820468,24.87214022,01/10/2014 19:41:01,None
4,36.07663663,24.85763723,01/10/2014 20:11:01,Hippokampos
4,36.07821781,24.87206399,01/11/2014 12:58:01,None
4,36.0766573,24.85766373,01/11/2014 13:48:01,Hippokampos
4,36.05506615,24.90154926,01/11/2014 16:11:03,Frydos Autosupply n' More
4,36.07818576,24.87205313,01/11/2014 18:25:01,None
4,36.07668806,24.85767079,01/11/2014 19:27:01,Hippokampos
4,36.07821463,24.87205822,01/12/2014 13:01:01,None
4,36.07669546,24.85778377,01/12/2014 20:46:02,Hippokampos
4,36.07818854,24.87214688,01/13/2014 06:32:01,None
4,36.07335991,24.86420583,01/13/2014 07:12:01,Brewed Awakenings
4,36.06328125,24.85103947,01/13/2014 13:38:02,Abila Zacharo
4,36.07820172,24.87202789,01/13/2014 19:28:01,None
4,36.07332041,24.86416839,01/14/2014 07:17:01,Brewed Awakenings
4,36.07665445,24.85777754,01/14/2014 13:26:02,Hippokampos
4,36.04811807,24.87957159,01/14/2014 17:59:01,GAStect
4,36.07822117,24.87204553,01/15/2014 06:51:01,None
4,36.07327161,24.86418182,01/15/2014 07:10:01,Brewed Awakenings
4,36.06334537,24.85103794,01/15/2014 13:31:01,Abila Zacharo
4,36.07820615,24.87205466,01/15/2014 19:17:01,None
4,36.07662938,24.8576732,01/15/2014 20:20:01,Hippokampos
4,36.07819509,24.87211617,01/16/2014 06:30:01,None
4,36.07332799,24.86419467,01/16/2014 07:12:01,Brewed Awakenings
4,36.05423587,24.89980811,01/16/2014 13:24:49,Katerina's Cafe
4,36.04811691,24.87957376,01/16/2014 18:21:01,GAStect
4,36.07820518,24.87204159,01/16/2014 19:40:01,None
4,36.07663435,24.85765187,01/16/2014 21:14:01,Hippokampos
4,36.07819434,24.87211932,01/17/2014 07:18:01,None
4,36.07328627,24.86419206,01/17/2014 07:31:01,Brewed Awakenings
4,36.07821469,24.87203529,01/17/2014 19:09:01,None
